seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
private,offer,2300,test,others,2003,manual,110,others,5000,3,diesel,opel,yes
private,offer,13250,test,station wagon,2010,automatic,239,a6,150000,11,diesel,audi,no
private,offer,9990,test,small car,2012,manual,86,polo,50000,2,petrol,volkswagen,no
private,offer,1000,test,station wagon,2001,manual,107,laguna,150000,6,petrol,renault,no
private,offer,12950,test,limousine,2008,automatic,136,c_klasse,125000,6,diesel,mercedes_benz,no
private,offer,3990,test,small car,2003,manual,75,a2,150000,2,petrol,audi,no
private,offer,3350,test,bus,2002,manual,88,transporter,150000,4,diesel,volkswagen,no
private,offer,900,test,small car,1996,manual,60,polo,125000,4,petrol,volkswagen,no
private,offer,6100,test,station wagon,2001,automatic,179,a6,100000,6,diesel,audi,no
private,offer,3100,control,bus,2005,manual,140,touran,150000,3,diesel,volkswagen,no
private,offer,970,control,small car,1996,manual,45,polo,125000,0,petrol,volkswagen,no
private,offer,16199,test,coupe,2009,automatic,200,scirocco,60000,6,petrol,volkswagen,no
private,offer,4900,test,small car,2008,manual,80,corsa,90000,2,petrol,opel,no
private,offer,14990,test,station wagon,2015,manual,110,fabia,20000,5,petrol,skoda,no
private,offer,7100,control,limousine,2004,automatic,200,a4,150000,12,petrol,audi,no
private,offer,850,test,bus,1995,manual,77,transporter,150000,9,diesel,volkswagen,no
private,offer,9300,control,station wagon,2008,manual,235,5er,5000,4,diesel,bmw,no
private,offer,1000,control,cabrio,1994,manual,118,mx_reihe,150000,0,petrol,mazda,no
private,offer,4990,control,limousine,2007,manual,105,octavia,150000,9,diesel,skoda,no
private,offer,3500,test,limousine,2017,manual,82,a_klasse,150000,5,petrol,mercedes_benz,no
private,offer,5300,test,station wagon,2005,manual,101,golf,125000,9,diesel,volkswagen,no
private,offer,9500,test,limousine,2008,automatic,197,5er,150000,3,diesel,bmw,no
private,offer,1450,control,small car,2000,manual,65,corsa,150000,8,petrol,opel,no
private,offer,1650,test,limousine,2017,automatic,287,others,150000,9,petrol,chevrolet,yes
private,offer,4500,test,bus,2008,manual,150,vito,150000,3,diesel,mercedes_benz,no
private,offer,650,control,small car,2000,manual,45,fortwo,150000,1,petrol,smart,yes
private,offer,750,control,station wagon,1999,automatic,101,golf,150000,9,petrol,opel,no
private,offer,1450,test,station wagon,1999,automatic,125,passat,150000,3,petrol,volkswagen,no
private,offer,9500,test,bus,2008,manual,122,golf,100000,12,petrol,volkswagen,no
private,offer,4500,control,limousine,2002,manual,193,5er,150000,7,diesel,bmw,no
private,offer,1350,test,limousine,1996,manual,90,golf,150000,0,petrol,volkswagen,no
private,offer,1000,control,small car,1989,manual,54,golf,150000,6,petrol,volkswagen,no
private,offer,6590,test,station wagon,2004,manual,125,forester,125000,11,petrol,subaru,no
private,offer,899,test,limousine,2000,manual,107,megane,150000,2,petrol,renault,no
private,offer,7390,control,limousine,2005,automatic,231,5er,150000,11,diesel,bmw,no
private,offer,850,control,station wagon,2000,manual,150,a4,150000,1,diesel,audi,yes
private,offer,9999,test,bus,2013,manual,160,ducato,5000,4,diesel,fiat,no
private,offer,6900,test,limousine,2007,manual,102,golf,125000,6,petrol,volkswagen,no
private,offer,800,test,small car,1997,manual,45,polo,150000,2,petrol,volkswagen,no
private,offer,4290,test,station wagon,2006,manual,80,fabia,125000,9,petrol,skoda,no
private,offer,6500,test,bus,2005,manual,131,transporter,150000,12,diesel,volkswagen,no
private,offer,2499,control,small car,2003,manual,75,corsa,100000,8,petrol,opel,no
private,offer,6900,control,small car,2009,manual,69,ibiza,70000,6,petrol,seat,no
private,offer,23990,test,coupe,2011,manual,306,3er,90000,2,petrol,bmw,no
private,offer,9999,control,suv,2004,automatic,192,x_reihe,150000,10,petrol,bmw,no
private,offer,4000,test,station wagon,1985,manual,137,100,150000,3,petrol,audi,no
private,offer,12800,test,bus,1995,automatic,110,transporter,150000,5,petrol,volkswagen,no
private,offer,3888,control,station wagon,2005,manual,150,c_klasse,150000,1,diesel,mercedes_benz,no
private,offer,500,test,small car,1998,manual,54,corsa,150000,3,petrol,opel,no
private,offer,26450,control,suv,2008,automatic,235,x_reihe,125000,11,diesel,bmw,no
private,offer,1999,control,coupe,2000,automatic,150,3er,125000,1,lpg,bmw,yes
private,offer,1600,test,small car,2001,manual,75,2_reihe,150000,3,petrol,peugeot,no
private,offer,6950,test,station wagon,2006,manual,160,impreza,125000,6,lpg,subaru,no
private,offer,6350,test,bus,2007,manual,109,c_max,125000,11,diesel,ford,no
private,offer,999,test,station wagon,2011,manual,120,c_klasse,50000,9,diesel,mercedes_benz,yes
private,offer,3599,control,station wagon,2003,manual,143,c_klasse,150000,9,diesel,mercedes_benz,no
private,offer,6800,control,bus,2006,automatic,116,alhambra,150000,2,diesel,seat,no
private,offer,10000,test,coupe,2007,manual,170,3er,150000,9,petrol,bmw,no
private,offer,1300,test,small car,2002,automatic,64,twingo,150000,2,petrol,renault,yes
private,offer,1750,test,small car,2002,manual,75,lupo,150000,7,diesel,volkswagen,no
private,offer,270,control,small car,1995,manual,60,golf,70000,10,petrol,volkswagen,yes
private,offer,1900,test,limousine,2018,manual,69,others,125000,10,petrol,peugeot,no
private,offer,3200,control,limousine,2002,automatic,140,a_klasse,100000,6,petrol,mercedes_benz,no
private,offer,14999,control,station wagon,2014,manual,141,civic,20000,11,petrol,honda,no
private,offer,13500,test,limousine,2008,automatic,200,golf,100000,12,petrol,volkswagen,no
private,offer,550,test,limousine,1994,manual,122,c_klasse,150000,4,petrol,mercedes_benz,no
private,offer,5400,control,station wagon,2004,manual,136,touran,150000,5,diesel,volkswagen,no
private,offer,1500,control,small car,2004,manual,60,c3,125000,5,petrol,citroen,no
private,offer,12990,test,station wagon,2008,manual,140,a3,150000,8,diesel,audi,no
private,offer,3200,control,coupe,1976,manual,55,kadett,40000,11,petrol,opel,no
private,offer,850,control,coupe,1997,manual,101,a3,150000,12,petrol,audi,no
private,offer,2400,control,station wagon,2000,automatic,170,e_klasse,150000,9,petrol,mercedes_benz,no
private,offer,999,control,coupe,2002,manual,75,corsa,150000,11,petrol,opel,no
private,offer,1500,test,limousine,2004,manual,140,a3,100000,5,diesel,audi,yes
private,offer,7190,control,small car,2009,manual,82,fiesta,80000,10,petrol,ford,no
private,offer,4500,control,small car,2006,manual,87,yaris,125000,3,petrol,toyota,no
private,offer,799,test,small car,2000,manual,50,lupo,150000,8,petrol,volkswagen,yes
private,offer,10500,test,station wagon,2012,manual,101,astra,70000,4,petrol,opel,no
private,offer,3150,test,station wagon,2000,automatic,150,3er,150000,2,petrol,bmw,no
private,offer,6500,control,station wagon,2004,manual,116,3er,125000,7,petrol,bmw,no
private,offer,1499,control,coupe,2001,manual,190,astra,150000,8,petrol,opel,no
private,offer,650,test,limousine,1992,manual,90,vectra,150000,4,petrol,opel,no
private,offer,13000,control,station wagon,2013,manual,86,caddy,30000,9,petrol,volkswagen,no
private,offer,1000,control,station wagon,2000,manual,74,others,125000,3,petrol,fiat,no
private,offer,1250,test,station wagon,2002,manual,130,mondeo,150000,12,diesel,ford,no
private,offer,10700,control,station wagon,2012,manual,140,astra,80000,11,petrol,opel,no
private,offer,1300,test,limousine,2001,manual,75,golf,150000,2,petrol,volkswagen,no
private,offer,27000,control,station wagon,2014,automatic,265,c_klasse,80000,2,diesel,mercedes_benz,no
private,offer,3500,control,coupe,1999,manual,118,golf,125000,11,petrol,bmw,no
private,offer,39800,control,station wagon,2014,automatic,177,a4,20000,7,diesel,audi,no
private,offer,2200,control,station wagon,2000,manual,90,golf,150000,0,diesel,volkswagen,no
private,offer,6500,control,limousine,2006,automatic,224,a6,150000,6,diesel,audi,yes
private,offer,2750,control,small car,2004,manual,80,fiesta,125000,3,petrol,ford,no
private,offer,720,test,limousine,1995,manual,60,astra,150000,7,petrol,opel,no
private,offer,420,test,small car,1995,manual,60,golf,150000,11,petrol,volkswagen,no
private,offer,25200,test,limousine,2014,manual,220,golf,10000,1,petrol,volkswagen,no
private,offer,5800,test,bus,2006,manual,105,golf,150000,4,diesel,volkswagen,no
private,offer,4490,test,limousine,2002,manual,143,3er,150000,11,petrol,bmw,no
private,offer,800,test,small car,2001,manual,60,ka,150000,3,petrol,ford,no
private,offer,3600,control,station wagon,2006,manual,116,mondeo,125000,3,diesel,ford,no
private,offer,2300,test,limousine,1992,manual,132,others,150000,4,petrol,mercedes_benz,no
private,offer,5650,test,bus,2005,manual,105,zafira,150000,10,lpg,opel,no
private,offer,21990,test,station wagon,2013,automatic,140,octavia,50000,4,diesel,skoda,no
private,offer,6900,control,station wagon,2005,manual,101,focus,80000,5,petrol,ford,no
private,offer,800,control,station wagon,2000,manual,165,v40,150000,7,petrol,volvo,no
private,offer,4999,test,limousine,2003,manual,163,a6,150000,11,diesel,audi,no
private,offer,14500,test,limousine,1966,manual,120,s_klasse,90000,8,petrol,mercedes_benz,no
private,offer,450,test,limousine,2016,manual,60,punto,5000,0,petrol,fiat,no
private,offer,2000,test,limousine,1996,manual,136,c_klasse,150000,4,petrol,mercedes_benz,no
private,offer,1400,test,bus,2003,manual,103,others,100000,3,petrol,hyundai,no
private,offer,7990,test,station wagon,2010,manual,160,octavia,150000,2,petrol,skoda,no
private,offer,1500,test,station wagon,1999,manual,116,focus,150000,0,petrol,ford,no
private,offer,7650,control,bus,2008,automatic,170,touran,150000,5,diesel,volkswagen,no
private,offer,800,control,small car,2000,manual,75,others,150000,0,petrol,peugeot,no
private,offer,5000,test,limousine,2009,manual,68,2_reihe,150000,9,diesel,peugeot,yes
private,offer,2600,test,station wagon,2001,automatic,179,golf,150000,3,diesel,audi,yes
private,offer,5500,test,station wagon,2010,manual,80,fabia,150000,5,diesel,skoda,no
private,offer,14900,control,limousine,2009,automatic,235,5er,150000,1,diesel,bmw,no
private,offer,27500,test,limousine,2008,automatic,450,others,100000,5,petrol,audi,no
private,offer,1600,control,coupe,1995,manual,105,3er,150000,11,petrol,bmw,no
private,offer,8900,test,station wagon,2010,manual,125,focus,50000,10,petrol,ford,no
private,offer,28500,control,suv,2013,automatic,184,x_reihe,30000,11,diesel,bmw,no
private,offer,2200,test,station wagon,1999,manual,116,focus,150000,6,petrol,ford,no
private,offer,4444,test,limousine,2004,manual,150,3er,150000,2,diesel,bmw,no
private,offer,3100,test,limousine,2005,manual,75,golf,150000,4,petrol,volkswagen,no
private,offer,3600,control,limousine,2000,automatic,129,c_klasse,150000,5,petrol,mercedes_benz,no
private,offer,2800,control,limousine,2006,manual,109,3_reihe,150000,11,diesel,mazda,no
private,offer,13200,control,station wagon,2009,manual,160,passat,100000,4,petrol,volkswagen,no
private,offer,8500,test,small car,2008,manual,120,cooper,90000,6,petrol,mini,no
private,offer,2999,control,small car,2002,manual,54,polo,150000,12,petrol,volkswagen,no
private,offer,450,control,station wagon,1998,manual,90,v40,150000,6,diesel,volvo,yes
private,offer,4500,control,small car,2008,manual,87,yaris,100000,11,petrol,toyota,no
private,offer,850,control,station wagon,1999,manual,150,a6,150000,10,diesel,audi,yes
private,offer,900,test,limousine,2001,manual,90,focus,150000,8,diesel,ford,no
private,offer,14500,test,coupe,2007,automatic,190,a5,150000,5,diesel,audi,no
private,offer,2700,control,small car,2004,automatic,61,fortwo,100000,10,petrol,smart,no
private,offer,1890,test,limousine,2018,manual,60,fiesta,100000,12,petrol,ford,no
private,offer,490,control,station wagon,1997,manual,75,astra,150000,10,petrol,opel,no
private,offer,1750,test,limousine,1999,automatic,165,a6,150000,10,petrol,audi,no
private,offer,999,test,limousine,1980,manual,115,golf,5000,0,petrol,volkswagen,yes
private,offer,11750,test,small car,2014,manual,109,rio,150000,12,petrol,kia,no
private,offer,1299,control,small car,2003,manual,69,c3,150000,6,petrol,citroen,no
private,offer,5500,test,limousine,2003,manual,147,vectra,20000,7,petrol,opel,no
private,offer,9000,control,station wagon,2006,automatic,130,a4,100000,11,petrol,audi,no
private,offer,22400,test,cabrio,2011,automatic,170,3er,90000,4,petrol,bmw,no
private,offer,350,control,station wagon,1991,manual,45,golf,150000,1,petrol,volkswagen,no
private,offer,8600,test,limousine,2017,manual,170,golf,150000,6,petrol,audi,no
private,offer,7990,control,limousine,2004,manual,170,5er,125000,9,petrol,bmw,no
private,offer,250,control,small car,1998,manual,60,micra,150000,7,petrol,nissan,no
private,offer,900,control,cabrio,1997,manual,116,3er,150000,5,petrol,bmw,yes
private,offer,1950,control,station wagon,2000,automatic,160,v40,150000,3,petrol,volvo,no
private,offer,10990,test,limousine,2017,manual,135,combo,50000,4,diesel,opel,no
private,offer,6299,test,coupe,2009,manual,179,megane,150000,5,petrol,renault,no
private,offer,7999,control,cabrio,2005,automatic,192,3er,150000,9,petrol,bmw,no
private,offer,2700,test,bus,2005,manual,82,vivaro,150000,9,diesel,opel,no
private,offer,24000,test,cabrio,1978,automatic,177,sl,150000,1,petrol,mercedes_benz,no
private,offer,3300,test,station wagon,2004,manual,141,6_reihe,150000,3,petrol,mazda,no
private,offer,850,control,limousine,1992,manual,116,100,150000,7,petrol,audi,no
private,offer,2800,test,small car,2006,manual,75,fusion,150000,3,petrol,ford,no
private,offer,20900,control,suv,2008,automatic,211,golf,60000,12,hybrid,sonstige_autos,no
private,offer,29800,control,bus,2013,manual,140,transporter,80000,3,diesel,volkswagen,no
private,offer,15900,test,limousine,2007,automatic,272,c_klasse,150000,3,petrol,mercedes_benz,no
private,offer,990,test,small car,1999,manual,75,polo,150000,10,petrol,volkswagen,no
private,offer,2100,test,small car,2000,manual,60,polo,100000,11,petrol,volkswagen,no
private,offer,10600,test,others,2005,manual,300,others,150000,1,petrol,nissan,no
private,offer,10590,control,cabrio,2005,manual,280,others,125000,7,petrol,nissan,no
private,offer,8200,test,small car,2008,manual,122,1er,125000,8,petrol,bmw,no
private,offer,9200,test,small car,2015,manual,86,ibiza,30000,4,petrol,seat,no
private,offer,999,control,station wagon,2000,manual,144,omega,150000,7,petrol,opel,no
private,offer,1400,control,small car,2001,manual,75,focus,150000,9,petrol,ford,no
private,offer,29000,control,limousine,1974,manual,135,kaefer,20000,7,petrol,volkswagen,no
private,offer,14900,control,limousine,2006,automatic,218,x_reihe,90000,7,diesel,bmw,no
private,offer,6888,control,suv,1998,manual,177,golf,150000,7,petrol,sonstige_autos,no
private,offer,799,test,small car,1997,manual,60,corsa,150000,9,petrol,opel,no
private,offer,1550,control,limousine,1990,manual,133,100,150000,10,petrol,audi,no
private,offer,4250,test,cabrio,2005,manual,109,2_reihe,70000,5,petrol,peugeot,no
private,offer,3149,control,station wagon,2005,manual,121,6_reihe,150000,9,diesel,mazda,no
private,offer,2450,control,limousine,2004,manual,116,3er,150000,5,petrol,bmw,no
private,offer,1399,test,limousine,1989,manual,88,galant,70000,7,petrol,mitsubishi,yes
private,offer,14500,test,limousine,2008,automatic,250,golf,150000,4,petrol,volkswagen,no
private,offer,6900,test,bus,2010,manual,86,others,150000,10,diesel,nissan,no
private,offer,19800,test,cabrio,1993,automatic,220,others,150000,3,petrol,mercedes_benz,no
private,offer,1550,test,coupe,1994,manual,106,tigra,150000,0,petrol,opel,no
private,offer,4000,test,small car,2004,manual,75,ibiza,80000,10,petrol,seat,no
private,offer,4900,test,cabrio,2009,automatic,71,fortwo,125000,8,petrol,smart,no
private,offer,12500,test,suv,2008,manual,150,tiguan,50000,8,petrol,volkswagen,no
private,offer,6200,test,station wagon,2007,automatic,170,passat,150000,4,diesel,volkswagen,no
private,offer,1599,test,limousine,1999,manual,125,passat,150000,8,petrol,volkswagen,no
private,offer,5490,control,cabrio,2002,manual,170,3er,150000,6,petrol,bmw,no
private,offer,17900,test,limousine,2017,automatic,160,beetle,10000,10,petrol,volkswagen,no
private,offer,1800,test,limousine,2002,manual,115,stilo,150000,11,diesel,fiat,no
private,offer,899,test,limousine,2016,manual,90,scenic,150000,7,petrol,renault,no
private,offer,1600,control,small car,1998,automatic,75,golf,125000,2,petrol,opel,no
private,offer,3750,test,station wagon,2001,manual,150,a4,150000,2,petrol,audi,no
private,offer,2100,test,station wagon,2002,manual,110,octavia,150000,5,diesel,skoda,yes
private,offer,2000,test,limousine,1998,manual,75,golf,125000,12,petrol,volkswagen,no
private,offer,1090,test,limousine,2017,manual,75,golf,150000,0,petrol,volkswagen,no
private,offer,4680,control,coupe,2002,manual,118,3er,150000,5,petrol,bmw,no
private,offer,599,test,bus,1998,manual,75,berlingo,150000,11,petrol,citroen,yes
private,offer,3350,control,station wagon,2001,manual,110,mondeo,150000,4,petrol,ford,no
private,offer,1300,control,others,1994,manual,102,3er,150000,11,petrol,bmw,no
private,offer,10500,control,station wagon,2007,manual,175,signum,100000,9,petrol,opel,no
private,offer,7599,test,limousine,2008,manual,122,1er,125000,2,petrol,bmw,no
private,offer,999,control,small car,1999,manual,75,polo,150000,12,petrol,volkswagen,no
private,offer,20950,test,limousine,2010,automatic,245,5er,150000,6,diesel,bmw,no
private,offer,2440,test,cabrio,2003,automatic,112,c3,100000,6,petrol,citroen,no
private,offer,8500,test,limousine,2007,automatic,143,1er,100000,5,petrol,bmw,no
private,offer,1600,control,small car,2003,manual,64,polo,150000,0,petrol,volkswagen,no
private,offer,5500,control,limousine,2003,automatic,286,5er,150000,3,lpg,bmw,no
private,offer,600,test,station wagon,1997,automatic,150,legacy,150000,11,lpg,subaru,no
private,offer,300,test,station wagon,1998,manual,90,laguna,100000,5,petrol,renault,yes
private,offer,2899,test,station wagon,2002,manual,170,3er,150000,3,petrol,bmw,no
private,offer,3590,test,station wagon,2007,manual,105,passat,150000,10,diesel,volkswagen,yes
private,offer,16300,control,suv,2005,automatic,306,m_klasse,150000,11,petrol,mercedes_benz,no
private,offer,2750,test,limousine,2004,manual,75,polo,150000,9,petrol,volkswagen,no
private,offer,2799,test,small car,2009,manual,87,sandero,125000,2,petrol,dacia,no
private,offer,5950,test,small car,2009,automatic,71,fortwo,70000,1,petrol,smart,no
private,offer,950,test,small car,2001,manual,60,micra,150000,6,petrol,nissan,no
private,offer,1200,control,limousine,2016,manual,78,berlingo,150000,7,diesel,citroen,no
private,offer,1050,control,bus,2000,manual,145,galaxy,150000,4,petrol,ford,no
private,offer,4500,control,limousine,2006,manual,105,astra,150000,6,petrol,opel,no
private,offer,999,test,small car,2000,automatic,60,yaris,150000,3,petrol,toyota,no
private,offer,1850,test,limousine,2005,manual,60,corsa,150000,6,petrol,opel,no
private,offer,3850,control,limousine,2003,automatic,163,a4,150000,12,diesel,audi,no
private,offer,500,control,limousine,2016,manual,68,others,150000,0,petrol,volkswagen,no
private,offer,5555,control,cabrio,2010,automatic,71,fortwo,90000,3,petrol,smart,no
private,offer,2400,test,small car,1992,manual,45,polo,50000,11,petrol,volkswagen,yes
private,offer,1990,test,small car,2004,manual,50,lupo,125000,9,petrol,volkswagen,no
private,offer,2300,test,station wagon,1999,manual,110,octavia,150000,8,diesel,skoda,no
private,offer,3800,control,limousine,2008,manual,120,bravo,150000,8,diesel,fiat,no
private,offer,4199,control,small car,2004,manual,250,others,150000,9,petrol,audi,no
private,offer,400,test,limousine,2016,manual,39,seicento,150000,3,petrol,fiat,no
private,offer,8800,control,limousine,2007,manual,120,cooper,100000,10,petrol,mini,no
private,offer,500,test,small car,1991,manual,75,2_reihe,150000,6,petrol,peugeot,no
private,offer,690,test,small car,1999,manual,55,micra,150000,8,petrol,nissan,no
private,offer,5950,control,bus,2007,manual,92,c4,125000,7,petrol,citroen,no
private,offer,2200,test,coupe,1990,manual,150,others,125000,4,petrol,chrysler,no
private,offer,7000,control,small car,2008,manual,69,polo,80000,6,diesel,volkswagen,no
private,offer,32900,control,cabrio,2009,automatic,315,sl,100000,8,petrol,mercedes_benz,no
private,offer,3790,test,small car,2007,manual,65,clio,80000,1,petrol,renault,no
private,offer,39990,control,suv,2013,automatic,211,q3,30000,7,petrol,audi,no
private,offer,2200,test,bus,2002,manual,91,others,150000,4,diesel,mercedes_benz,no
private,offer,11500,test,coupe,2007,manual,174,cooper,90000,3,petrol,mini,no
private,offer,150,test,small car,1994,manual,44,corsa,150000,1,petrol,opel,yes
private,offer,1750,test,bus,2001,manual,145,galaxy,150000,2,petrol,ford,no
private,offer,1250,control,small car,2001,manual,58,corsa,150000,7,petrol,opel,no
private,offer,265,control,limousine,2000,manual,50,arosa,150000,8,petrol,seat,no
private,offer,9500,control,others,1979,automatic,350,others,60000,2,lpg,chevrolet,no
private,offer,3200,test,limousine,2017,manual,101,zafira,150000,0,diesel,opel,no
private,offer,2600,control,station wagon,2002,automatic,155,a6,150000,2,diesel,audi,no
private,offer,8650,test,limousine,2008,manual,140,a3,150000,8,diesel,audi,no
private,offer,1000,control,limousine,1996,manual,150,3er,150000,10,petrol,bmw,no
private,offer,4750,control,bus,1986,manual,88,others,150000,0,diesel,mercedes_benz,no
private,offer,2390,control,limousine,2001,manual,82,a_klasse,125000,7,petrol,mercedes_benz,no
private,offer,12500,test,limousine,2003,automatic,275,a8,150000,5,diesel,audi,no
private,offer,1100,test,limousine,1998,manual,75,almera,150000,12,petrol,nissan,no
private,offer,1650,control,station wagon,1999,manual,101,golf,150000,8,petrol,volkswagen,no
private,offer,6900,control,cabrio,2003,manual,231,3er,150000,5,lpg,bmw,no
private,offer,7490,control,limousine,2005,manual,170,5er,150000,3,petrol,bmw,no
private,offer,1600,control,small car,1998,manual,90,others,5000,0,petrol,ford,no
private,offer,11299,test,limousine,2007,automatic,190,5er,125000,7,petrol,bmw,no
private,offer,8700,control,station wagon,2010,automatic,105,golf,150000,12,diesel,volkswagen,no
private,offer,2450,test,limousine,2016,manual,115,golf,150000,6,diesel,volkswagen,no
private,offer,9999,test,cabrio,2001,automatic,163,slk,70000,3,petrol,mercedes_benz,no
private,offer,1300,control,station wagon,2003,manual,101,focus,150000,8,diesel,ford,yes
private,offer,5900,test,limousine,2005,manual,116,1er,150000,6,petrol,bmw,no
private,offer,550,control,small car,2002,manual,60,micra,70000,6,petrol,nissan,yes
private,offer,200,control,limousine,1995,manual,45,ibiza,150000,6,petrol,seat,no
private,offer,600,test,small car,2003,manual,60,clio,150000,0,petrol,renault,no
private,offer,900,test,small car,2001,manual,60,others,150000,9,petrol,citroen,no
private,offer,7800,control,small car,2010,manual,87,corsa,40000,8,petrol,opel,no
private,offer,450,test,small car,2000,manual,75,clio,150000,6,petrol,renault,yes
private,offer,10800,test,small car,2011,manual,98,one,80000,6,petrol,mini,no
private,offer,225,test,station wagon,1997,manual,75,astra,150000,7,petrol,opel,no
private,offer,36900,test,suv,2012,manual,190,range_rover_evoque,80000,8,diesel,land_rover,no
private,offer,2900,test,coupe,2000,manual,118,3er,150000,7,petrol,bmw,no
private,offer,3940,control,limousine,2004,automatic,131,passat,150000,12,diesel,volkswagen,no
private,offer,2650,control,small car,2005,manual,54,fox,125000,5,petrol,volkswagen,no
private,offer,500,control,small car,1998,manual,60,polo,150000,7,petrol,volkswagen,no
private,offer,550,test,small car,1996,manual,54,clio,20000,6,petrol,renault,no
private,offer,3999,test,limousine,2003,manual,121,6_reihe,150000,3,diesel,mazda,no
private,offer,4850,test,limousine,1992,manual,75,others,125000,7,diesel,mercedes_benz,no
private,offer,2850,control,limousine,1999,manual,150,a3,150000,11,petrol,audi,no
private,offer,15000,test,coupe,1991,manual,286,others,150000,2,petrol,audi,no
private,offer,1750,control,small car,2003,manual,60,c2,125000,9,petrol,citroen,no
private,offer,5999,test,station wagon,2007,manual,140,golf,150000,12,diesel,volkswagen,no
private,offer,47790,test,limousine,2015,automatic,190,x_reihe,10000,6,diesel,bmw,no
private,offer,4500,control,cabrio,1993,manual,170,golf,150000,2,petrol,bmw,no
private,offer,4490,test,small car,2009,manual,68,others,50000,10,petrol,nissan,no
private,offer,6400,control,station wagon,2008,manual,90,astra,60000,7,petrol,opel,no
private,offer,499,test,limousine,1998,manual,90,megane,150000,6,petrol,renault,no
private,offer,6444,control,limousine,2006,manual,102,a3,150000,9,petrol,audi,no
private,offer,950,test,small car,1996,manual,75,polo,150000,6,petrol,volkswagen,no
private,offer,16500,control,coupe,2008,manual,265,a5,150000,11,petrol,audi,no
private,offer,550,test,small car,1997,manual,60,punto,150000,5,petrol,fiat,no
private,offer,7500,control,small car,2010,manual,82,fiesta,40000,3,petrol,ford,no
private,offer,24800,test,suv,2011,automatic,140,tiguan,60000,5,diesel,volkswagen,no
private,offer,2750,control,bus,2004,manual,113,scenic,125000,4,petrol,renault,no
private,offer,5890,test,station wagon,2008,manual,86,fabia,70000,1,petrol,skoda,no
private,offer,1599,test,limousine,1998,manual,122,c_klasse,150000,9,petrol,mercedes_benz,no
private,offer,1399,test,limousine,2001,manual,125,mondeo,150000,0,petrol,ford,no
private,offer,500,control,small car,1997,manual,101,golf,150000,12,petrol,volkswagen,no
private,offer,3699,control,station wagon,2007,manual,109,focus,150000,12,diesel,ford,no
private,offer,15000,test,station wagon,2012,manual,140,passat,125000,3,diesel,volkswagen,no
private,offer,1150,test,limousine,2018,manual,75,arosa,150000,7,petrol,seat,yes
private,offer,5799,test,limousine,1991,automatic,230,others,150000,4,lpg,chevrolet,no
private,offer,3390,control,bus,2003,automatic,136,others,125000,5,petrol,citroen,no
private,offer,1500,test,small car,2002,manual,58,corsa,125000,3,petrol,opel,no
private,offer,4700,test,small car,2008,manual,80,polo,125000,10,diesel,volkswagen,no
private,offer,999,control,small car,1999,manual,75,almera,150000,5,petrol,nissan,no
private,offer,11990,test,small car,2013,manual,75,one,30000,4,petrol,mini,no
private,offer,120,test,limousine,1993,manual,75,golf,150000,3,petrol,volkswagen,yes
private,offer,7500,control,bus,2002,automatic,115,transporter,150000,2,petrol,volkswagen,no
private,offer,4000,test,limousine,1998,manual,118,3er,125000,4,petrol,bmw,yes
private,offer,20900,control,suv,2014,manual,140,kuga,30000,7,diesel,ford,no
private,offer,4800,test,bus,2003,manual,116,touran,150000,12,petrol,volkswagen,no
private,offer,500,control,limousine,1996,manual,75,golf,150000,7,petrol,volkswagen,yes
private,offer,3999,control,station wagon,2003,manual,131,a4,150000,1,diesel,audi,no
private,offer,2500,test,small car,2005,manual,75,ibiza,150000,0,petrol,seat,no
private,offer,3750,test,small car,2008,manual,68,1_reihe,60000,7,petrol,peugeot,no
private,offer,3333,control,limousine,2006,manual,80,others,70000,10,petrol,mazda,yes
private,offer,8450,test,limousine,2006,manual,140,a6,150000,6,diesel,audi,no
private,offer,19990,test,cabrio,2001,manual,231,3er,50000,2,petrol,bmw,no
private,offer,1550,control,small car,2001,manual,50,arosa,125000,11,petrol,seat,no
private,offer,1500,test,cabrio,2002,manual,147,astra,150000,10,petrol,opel,no
private,offer,2690,control,bus,2004,manual,90,transit,150000,5,diesel,ford,no
private,offer,3780,test,limousine,2002,manual,192,5er,150000,2,petrol,bmw,no
private,offer,6600,test,limousine,2009,manual,122,1er,150000,6,petrol,bmw,no
private,offer,2200,control,limousine,2002,manual,131,a4,150000,6,diesel,audi,no
private,offer,2499,test,station wagon,2001,manual,192,golf,150000,9,petrol,bmw,no
private,offer,4499,test,limousine,2004,automatic,122,e_klasse,150000,12,diesel,mercedes_benz,no
private,offer,1100,test,small car,1999,manual,75,golf,150000,7,petrol,volkswagen,no
private,offer,66964,control,coupe,1993,manual,250,911,90000,3,petrol,porsche,no
private,offer,5290,control,station wagon,2006,manual,125,forester,150000,3,lpg,subaru,yes
private,offer,650,control,limousine,1996,automatic,170,mondeo,150000,11,petrol,ford,no
private,offer,1500,control,small car,2000,automatic,41,fortwo,150000,4,diesel,smart,yes
private,offer,3499,control,station wagon,1999,manual,116,astra,100000,10,petrol,opel,no
private,offer,4300,test,bus,2005,automatic,111,modus,100000,2,petrol,renault,no
private,offer,2000,control,bus,1999,manual,140,espace,90000,9,petrol,renault,no
